PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,price
-1.5578429940945335,-1.3503629856472588,-1.3813347306283776,0.6893188163691868,1.3713186894123406,-0.46184136304901874,0.1373729494250795,-0.16970803635714882,0.13715645093049136,0.8427203584606748,65499
0.09817972422090447,0.6954431671912695,-1.3974941149168107,0.5188571216628013,0.565097786356388,-0.6589399676056196,1.1885136904480103,-0.6856853268569919,0.5403517297587035,0.5307462259902098,249000
0.3089640647493481,-1.592803702482107,0.38875469382104916,-0.5825138506679524,-0.7991865935450699,-0.795487840390781,0.39999985263025006,-0.27963510716608414,-1.2880899052856514,0.7101913703127078,111000
-0.3328121434601962,0.33057830948260697,-0.8485343942070754,-0.40758387297825693,-0.09102020475362858,-1.8778333648911512,-0.34457117273415644,-0.9308296750187148,0.10935534479843574,-0.14238885722121347,190550
-1.459319855904441,0.5503031964830657,1.0606481393263565,0.8548773211368769,1.315230025479331,-0.8588007810885754,-0.365024128763764,-1.6601208752766132,0.1688594695975349,-0.5694471170228173,126000
-1.1828488786155051,0.8724396225426121,1.1039064378632424,-1.3210445324591673,-0.1543901209561991,3.227331282496383,-0.9801708416600594,0.4720352118525429,0.46264856794288123,0.07546710656669096,123000
0.043803505453208075,-1.6955385994112115,0.03552981146457474,-1.1993938073208805,-0.5248897263092859,-0.9423728668626775,0.557538255160492,-0.02772473571224049,-0.6895741414177017,0.437311739475553,111400
-0.02987339171047453,-0.2678869593048721,0.8005892436445053,-0.8983070043510261,0.7191873420119048,-0.295408220598371,0.38646136873181336,0.29366521831742753,1.3942914993168931,-0.1026104110429922,170000
-1.238803703137016,-1.8554261596320631,0.31957969325659064,-1.240652389038918,-0.413704164503799,-1.0612793195459702,0.5389589601119555,0.23734313418155178,0.8393182354133325,-0.5599856345478523,111000
-0.10247106546775561,0.48762011445690295,-1.5303261364137304,-0.032231654944845124,1.6600792034653276,-0.5962217687809438,-1.0903289073106186,0.02797761121404288,-0.20397938662230247,0.009812439223619799,93990
-0.7574368322711023,-0.862769937581935,1.7492798769740732,-0.766588740014337,-0.35173814196830805,-0.9170033145198488,-0.019261877827957075,-0.45922028768878487,-0.583085973387053,0.7584646221434548,111300
-1.889365864181443,0.9483530729994413,0.5154396414845476,0.7747407185126285,0.6447563380955031,-0.05785771530984176,-0.17954242108757487,1.5054688593293997,0.05044454563924602,-0.7533675817121808,144000
-0.8661748661756888,0.24985293668390812,0.34888641144092375,1.1024112165507867,-0.9755306004066181,-0.7183450123398047,1.4954585297741256,0.4398782857605969,-0.162414499096905,-1.0295851811660024,111000
