surface_m2,max_floor,neighborhood,year_built,construction_material,latitude,longitude,metro_proximity,stb_proximity,price
-1.0492825843152607,-0.04964498892100425,0.39800343056847004,-0.8580158693497053,-1.072999884346972,-0.4547901821640298,0.4974245071611613,-0.4730098165233037,-0.5890829511621001,65499
0.1775908903624724,-0.04964498892100425,0.3772337182920595,0.5846634539396637,-1.072999884346972,0.5017373200263885,-0.4671342250180731,-0.7925922740566196,-0.3335794828021915,249000
-0.4414225445885657,-0.04964498892100425,-0.07969995178897275,0.8504201713877053,-0.028482960479891888,-1.3933865566075958,-0.12856621410398283,1.5170500856242635,-0.3371054146091049,111000
0.13297730946510042,-0.04964498892100425,-1.2220341269915533,0.6226286992893839,-1.072999884346972,-1.0139795995799505,-0.04641864664308991,-0.1912623131945005,0.0017279443651158745,190550
-0.4916128230981093,0.8938292259434759,0.39800343056847004,0.5846634539396637,-1.072999884346972,-0.37989827488829087,0.45244965173396395,-0.5890789284221388,-0.655785604065194,126000
-0.2964284066721063,0.8938292259434759,0.33569429373923837,-1.5413902856446695,3.1050678111213483,0.3085261464495916,0.45575055855430446,-1.1815393312368618,-0.6020348747655295,123000
-0.4260866261550939,-0.36413639387583097,-0.43278506048795223,0.8504201713877053,-0.028482960479891888,-1.5906551386526613,0.22324293439621795,0.6391070591085799,-0.2855176710741031,111400
0.2612413545450451,-0.04964498892100425,-0.22508793772384664,0.6985591899888244,-0.028482960479891888,0.2962492137295538,1.5062453989769036,-0.9727967774574815,-0.3477189847675785,170000
-0.6324244378054399,-0.36413639387583097,-1.3674221129264272,0.8504201713877053,-0.028482960479891888,-1.3319233625201923,0.45336865420100386,-1.0037555513708039,-0.24563456974587355,111000
0.03817345005818453,-0.9931192037854845,0.21107602008077503,-1.2376683228469076,-1.072999884346972,-0.08132536528031978,1.26668583752082,0.03710200919848132,-0.2358208599456745,93990
-0.4581526374250801,1.5228120358531294,-0.43278506048795223,0.8504201713877053,-0.028482960479891888,-1.6313339306507648,0.2949438819768019,0.44950121385706576,-0.3683582030726379,111300
-0.35442606183868997,0.2648464160338225,-0.20431822544743608,-1.6552860216938303,-1.072999884346972,0.4395149979030404,-0.22031641958770865,-1.189870096307748,-0.5999555567658725,144000
-0.357772080405993,-0.04964498892100425,-0.34970621138231,0.5846634539396637,-1.072999884346972,0.2357283854799838,-1.9704909750091766,-0.6884946968756525,-0.21846362140516606,111000
-0.43473050745395986,1.5228120358531294,-0.43278506048795223,0.8504201713877053,-0.028482960479891888,-1.6313339306507648,0.2949438819768019,0.44950121385706576,-0.3683582030726379,108050
0.7073771635187661,0.8938292259434759,-0.6404821832520577,-0.7441201333005446,-1.072999884346972,0.6023872268685817,-0.6589619236458398,-0.6159367662490476,-0.6630454656195122,250000
0.20547437842332994,0.2648464160338225,-1.2220341269915533,-0.5922591519016637,-0.028482960479891888,-0.92691546689922,0.009265400797856352,-0.6219308249607243,-0.21098802122679836,165000
-0.3719926593170303,1.2083206308983026,-0.43278506048795223,0.8504201713877053,-0.028482960479891888,-1.5906551386526613,0.22324293439621795,0.6391070591085799,-0.2855176710741031,108500
0.3170083306667602,-0.36413639387583097,-0.3081667868294889,0.470767717890503,-0.028482960479891888,-0.3184874344585965,0.1802186148174127,-0.7332290124601576,0.27756151375452265,276999
0.1775908903624724,-1.6221020136951378,-0.8481793060161633,-2.2627299472893543,-0.028482960479891888,0.7353131636552204,-0.29351777935930196,-0.15870695885955496,-0.26896493954405576,295000
-0.8540981678892576,-0.9931192037854845,-0.7443307446341105,-1.1617378321474672,-1.072999884346972,-0.9523069908620827,-0.7682481966126202,1.6419180851502297,-0.43648885795115994,64500
-0.184894454428676,-0.9931192037854845,-0.34970621138231,-1.2376683228469076,1.0160339633871882,0.18036439250964295,-1.801000662875881,-0.4623247941771089,-0.14589022053612433,120000
-0.3521953827938214,0.8938292259434759,-1.1597249901623217,-1.3515640588960685,-1.072999884346972,1.4149421705070917,-1.3261577147081838,-1.0055237446052723,-0.2553590486902403,110000
-0.2964284066721063,0.2648464160338225,-1.4089615374792483,-0.5163286612022232,-1.072999884346972,-0.28432667283848423,-0.7454231761560844,0.24849931589020705,0.09865537138802744,125000
1.2092799486142023,-0.6786277988306577,-0.45355477276436273,0.20501100044246132,-1.072999884346972,1.3446312082759682,-0.42832981472658155,0.013387513581289819,0.6628110128903115,575000
-0.38704974286989335,-0.9931192037854845,-0.7858701691869316,-0.7061548879508244,-0.028482960479891888,0.5566563069066671,0.6966417358299954,0.4562374412628259,-0.5966796025153152,135000
-0.9154418416231443,-0.04964498892100425,-1.0143370042274478,-1.61732077634411,-1.072999884346972,0.24475939142559272,-0.32305714437096433,-0.49075212827278064,-0.2049446689093007,85000
-0.4400283701855227,1.2083206308983026,-0.43278506048795223,0.8504201713877053,-0.028482960479891888,-1.6259938575698327,0.2925807327759089,0.4571512585879508,-0.298987107857765,107887
0.7631441396404813,0.2648464160338225,-0.7651004569105211,-1.0478420960983066,-0.028482960479891888,0.48147645451380733,-0.09415050947140684,-0.5880667196315889,-0.4820040800758062,349000
-0.7704477037066849,1.2083206308983026,-0.34970621138231,0.8124549260379851,1.0160339633871882,-0.01292531155362454,-1.2776568906320211,-0.5548668963290723,-0.5151312714196178,136000
-1.124568002079576,0.8938292259434759,0.39800343056847004,-0.8580158693497053,-0.028482960479891888,-0.45698903578557903,0.497030648961068,-0.4745647974680886,-0.6142708439936851,65500
-0.5194963111589668,-0.04964498892100425,-1.09741585333309,-1.5793555309943899,-1.072999884346972,-0.2061364851304214,-0.09396295794753066,-0.3974795240848013,-0.5574479769574996,112000
0.09394042617989967,-0.9931192037854845,-0.43278506048795223,0.5846634539396637,1.0160339633871882,-1.6117013090299486,0.09319470773560617,1.1613223491577322,-0.681596983454052,125000
-0.6310302634023971,-0.9931192037854845,-0.8066398814633422,-1.465459794945229,1.0160339633871882,-0.07747737144251556,-1.4007657109089482,-0.6813225642617394,-0.42720894142923455,91800
-0.2964284066721063,-0.04964498892100425,-1.2220341269915533,0.8883854167374255,1.0160339633871882,-1.1135562564401307,0.14231445184062005,-0.3192777046249828,-0.360863814500869,91000
0.03817345005818453,0.8938292259434759,-1.2220341269915533,-1.0098768507485862,3.1050678111213483,-1.3274209479618617,-0.0943193058428754,1.1737106028431372,-0.1925790390276986,93000
0.4285422829101905,-0.6786277988306577,-1.3674221129264272,0.8883854167374255,1.0160339633871882,-1.3926012517427035,0.5565595026415756,-0.6885640353067493,-0.5207626859697432,127000
-0.10124399024610331,-0.9931192037854845,-0.8066398814633422,-1.0858073414480267,-1.072999884346972,-0.3674119275374168,-1.6644256431840854,-0.9899950264783445,-0.19943581891893256,105000
-0.40796235891553656,0.8938292259434759,0.0033788973166694633,-0.9339463600491458,3.1050678111213483,-0.46567974295635794,1.041736539775203,-0.8311892861279303,-0.4257827050695348,98500
-0.4358458469763941,1.5228120358531294,-0.43278506048795223,0.8504201713877053,-0.028482960479891888,-1.6259938575698327,0.2925807327759089,0.4571512585879508,-0.298987107857765,107992
-0.7146807275849698,-0.6786277988306577,-0.43278506048795223,0.470767717890503,1.0160339633871882,-1.5624888708340072,0.6227276802675794,-1.0921794049351223,-0.5469915718219293,95900
-0.40796235891553656,0.8938292259434759,-0.9935672919510372,-0.8959811146994255,-1.072999884346972,0.9001748316116606,0.5075710446032817,0.8002064355566869,-0.3800902207308934,88999
-0.5473797992198244,1.2083206308983026,-0.34970621138231,0.8124549260379851,1.0160339633871882,-0.011773531085326826,-1.274731086859433,-0.5511749704627995,-0.487489371707742,180000
