surface_m2,rooms,floor,max_floor,neighborhood,year_built,elevator,construction_material,latitude,longitude,metro_proximity,stb_proximity,price
-1.3287905847374786,-1.700493327518056,-1.1801540186535031,-0.0599922931416007,0.40835856038320817,-0.852851438679749,-1.3481889111995382,-1.0734279965353661,-0.4241706806658567,0.5035620755712664,-0.4842042265875705,-0.7890166199071322,65499
0.3655020656136357,0.7053068788114011,-1.1801540186535031,-0.0599922931416007,0.3875900737273187,0.5928416196278047,-1.3481889111995382,-1.0734279965353661,0.5537736880775014,-0.4555098818980984,-0.8403315672513804,-0.39619163769581345,249000
-0.48934558979079024,-0.4975932243533275,-0.8519253895264268,-0.0599922931416007,-0.06931663270225039,0.8591534987897225,0.7417358143898835,-0.034397352556360644,-1.3837824396671052,-0.1188677738221456,1.733422942887502,-0.4016125977642616,111000
0.3038914237826863,0.7053068788114011,-0.19546813127227408,-0.0599922931416007,-1.211583398776173,0.630886173793793,-1.3481889111995382,-1.0734279965353661,-0.9958804752828387,-0.03718749277998988,-0.1702383416212639,0.11932830791518136,190550
-0.5586575618506084,-0.4975932243533275,2.1021322726172604,0.8997069051324659,0.40835856038320817,0.5928416196278047,-1.3481889111995382,-1.0734279965353661,-0.347601926691673,0.4588430541240078,-0.6135460699189842,-0.8915689203056387,126000
-0.2891110038402039,0.7053068788114011,1.1174463852360312,0.8997069051324659,0.34605310041553966,-1.5376534136675375,0.7417358143898835,3.082694579380656,0.3562364727386482,0.4621251841384812,-1.2737554860788856,-0.8089296144029746,123000
-0.4681669316614011,-0.4975932243533275,-1.1801540186535031,-0.3798920258996229,-0.4223809058523719,0.8591534987897225,0.7417358143898835,-0.034397352556360644,-1.5854679097651247,0.23094015124365577,0.7550854030218386,-0.3222987842706872,111400
0.4810220190466662,-0.4975932243533275,0.13276049785480226,-0.0599922931416007,-0.21469603929347691,0.7069752821257694,0.7417358143898835,-0.034397352556360644,0.34368465672550874,1.5066444127802852,-1.0411428103563036,-0.41793048000462335,170000
-0.753116150129543,-1.700493327518056,-0.5236967603993504,-0.3798920258996229,-1.3569628053673997,0.8591534987897225,0.7417358143898835,-0.034397352556360644,-1.3209430707988692,0.45975682895759595,-1.0756417810102676,-0.26098032675478006,111000
0.17296880989191815,0.7053068788114011,0.13276049785480226,-1.0196914914156674,0.22144218048020267,-1.2332969803396316,-1.3481889111995382,-1.0734279965353661,-0.042343902283809916,1.268447556672724,0.08423989058216481,-0.2458921934999317,93990
