PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,price
-1.7035666134557004,-1.29744745947767,-1.63385485265325,0.7601030868649479,1.1043449886232104,-0.5688780506888133,0.02365032898990477,0.48036754904826245,0.16034757723891768,0.9733201344958576,65499
0.24231435497140885,1.0637559274316704,-1.2795911399891646,0.7575425962628328,0.4101857883698168,-0.5467290842472545,-0.8792039038705545,0.3975692836815362,1.1422305555617878,0.6103615354360086,249000
0.4664810610810842,-1.6097318112204297,0.19069764998045197,-0.612261536226847,-1.1541170001310588,-0.8164547029796767,0.2108437727475798,1.4712892167606442,-0.26529708674421115,0.2069140802259677,111000
0.04807341070177369,0.4671114748271319,-0.7725573392458381,-0.5857701763133827,0.02184361306769032,-1.8898346824414705,0.12096139629785939,-0.2764963130985899,1.0390906828862758,-0.37347473448071966,190550
-1.6948287220473994,0.3891606067476167,1.056074854395595,0.8092561646715025,1.0112031368172476,-1.066075223279918,0.9138277894566851,0.20599771286150942,1.507319637948024,-0.18276990820205394,126000
-1.1615589671064397,0.8173347470353551,1.2185503814305214,-1.6631377366209423,0.6190336008040966,3.1457193648054993,0.6045304437877966,-0.5990153132077235,-0.401700069453009,0.28716204628947434,123000
0.3944682876006034,-1.7317394184024864,-0.15869300463146155,-1.1178048108328615,-0.5575732831968799,-0.8614788650400905,-0.4267277528396926,0.9682488889102192,-0.04854447429086872,0.21582771164591094,111400
0.258382193764137,-0.27009042718241555,0.7924309463892707,-0.49763044767909825,0.9017325712337994,-0.14196109486071715,-0.8042933941421934,-0.6763142201277951,0.36388527465606546,0.9577428546143538,170000
-0.8790630225645217,-2.1043862420133,0.048965100130237735,-1.2155405681603006,0.01100312538033194,-0.788942533074308,-1.322567483965974,-0.5934312520625039,0.5686840920456416,0.034386639489773135,111000
0.05334737756340234,0.7975130327615852,-1.4307627490107424,0.06498435570446684,1.5276570364178186,-0.8924600255102779,1.0922056298203369,0.00416593000553498,-0.48977874611922184,0.16567513858875574,93990
-0.6182285595631372,-1.138825816074764,1.6256745100035475,-0.9271008335134364,-0.3982732733625019,-0.9568948112326054,0.14764194910548373,0.7257593811182771,0.2928867644689127,0.33389428415869915,111300
-2.1503914451651194,0.9070369695342266,0.5639316999858992,0.413096638375597,0.776199649275304,-0.10696498624726512,-0.6387563913688443,-0.48537829098064406,-1.1702311491838506,-0.3488561032076663,144000
-0.9834294070996432,0.222337819794416,0.3261041988038063,0.8919312038659187,-1.0389338921952957,-0.45296475963899824,-1.7013957277891658,0.14206607940708746,0.17644824507581264,-0.993904762872961,111000
-0.34234499883437947,-1.3433760732305902,1.1223212716641766,-1.0233533217221604,-0.45131307610819676,-0.9210810739937327,-0.22284153925731254,0.8756569483474174,0.21747085967009686,0.7992961709680211,108050
-0.5543071681095714,2.8990793757574713,1.004668243963056,-0.32925280779908817,-0.1329594147357364,-0.6717397056920978,-0.6710562897534168,-0.09984905035411341,-0.7741016564817322,-0.08846264993967225,250000
-0.33915753402658244,0.4974338846544432,0.17081398678395604,-1.6092373656348484,0.03606639440139221,-0.521709707903548,-0.6619673969306612,-0.3720045509742956,-0.5891422127224603,-0.19189485879425638,165000
-0.19664329609427672,-1.3062074193006323,1.110769451886651,-0.9373599064759746,-0.5649934518662673,-0.9430997918572668,-0.026424641485517198,0.837652543989241,0.14852164322646322,0.47442686696624525,108500
0.6741163131619183,0.5074886940875917,-0.9756853145079061,-0.3601664450318775,0.6158031710971444,-0.36148840374891583,-0.05576864113588771,-0.5083241300284581,1.1867121178062565,-0.22712704585863444,276999
-0.362042093744794,1.4144134519422298,-2.7463094011496434,-0.3061726881405422,0.10237373371803053,0.3044253093007619,0.5470131749394214,-0.7685134234675904,-0.9984276526245078,-0.17197505074511868,295000
-0.808688381038192,-0.8157566216902873,-2.4885825826263352,0.14341313461021105,-1.048297160038898,-1.4042113530644695,1.1032771648069468,0.9896417969502802,-0.8512613394969459,-0.10436948421905763,64500
-0.22548825604480177,0.5891008191181897,-1.2655372912255929,-0.7076038100978405,-0.9886619159931781,1.4864168132196502,-1.088077223917767,0.0861130274558843,-1.053917448746977,-0.8472954036759196,120000
